Name,Url,PaperCount,AuthorContribution
Md Mahbubur Rahman,https://dl.acm.org/profile/99659432516,2,0.26785714285714285
Caroline Appert,https://dl.acm.org/profile/81311484266,2,0.5833333333333333
Daniel Lee Ashbrook,https://dl.acm.org/profile/81100147905,2,0.47619047619047616
Juha Lehikoinen,https://dl.acm.org/profile/81100569516,2,0.5333333333333333
Steven Strachan,https://dl.acm.org/profile/81100568725,2,0.5333333333333333
Anton Fedosov,https://dl.acm.org/profile/81488671323,2,0.5
Yungju Chang,https://dl.acm.org/profile/99659529309,2,0.8333333333333333
Yi-Ping Hung,https://dl.acm.org/profile/81100111382,2,0.375
Paul Lukowicz,https://dl.acm.org/profile/81100536736,2,0.39285714285714285
Hermann Anegg,https://dl.acm.org/profile/81100139367,2,0.5833333333333333
Souneil Park,https://dl.acm.org/profile/99659536514,2,0.5833333333333333
Chris Greenhalgh,https://dl.acm.org/profile/81100557223,2,0.5
Shashank Ahire,https://dl.acm.org/profile/99658659910,2,0.325
Ronald Ecker,https://dl.acm.org/profile/81442614665,2,0.5
Alan Dix,https://dl.acm.org/profile/81100537116,2,0.375
Per Olof Hedvall,https://dl.acm.org/profile/81442618254,2,0.3611111111111111
Leigh Clark,https://dl.acm.org/profile/99658644284,2,0.325
Zeljko Medenica,https://dl.acm.org/profile/81443597016,2,0.5
Ken Hinckley,https://dl.acm.org/profile/81100519448,2,0.7
Robert Xiao,https://dl.acm.org/profile/81548910156,2,0.5
Janne Bergman,https://dl.acm.org/profile/81416595171,2,0.8333333333333333
Daniele Nadalutti,https://dl.acm.org/profile/81311484582,2,0.8333333333333333
Emanuel von Zezschwitz,https://dl.acm.org/profile/81421599585,2,0.5333333333333333
Gilles Bailly,https://dl.acm.org/profile/81309498332,2,0.5
Jaakko Keränen,https://dl.acm.org/profile/81416609145,2,0.6666666666666666
Fahim Kawsar,https://dl.acm.org/profile/81300263201,2,0.5833333333333333
Mikołaj P Woźniak,https://dl.acm.org/profile/99659462945,2,0.4
Vincent Lambert,https://dl.acm.org/profile/99660998489,2,0.45
Andreas Lorenz,https://dl.acm.org/profile/81309487277,2,0.5833333333333333
B. Shizuki,https://dl.acm.org/profile/81100103209,2,0.5333333333333333
Anthony Slavko Tomasic,https://dl.acm.org/profile/81309501235,2,0.39285714285714285
Junehwa Song,https://dl.acm.org/profile/81452597488,2,0.47619047619047616
Melanie Berger,https://dl.acm.org/profile/99659467525,2,0.45
Kwang Yun Wohn,https://dl.acm.org/profile/81100101604,2,0.5833333333333333
Roel Vertegaal,https://dl.acm.org/profile/81100497077,2,0.5333333333333333
Stephen A Hughes,https://dl.acm.org/profile/81494640446,2,0.45
Charlie Pinder,https://dl.acm.org/profile/81548697056,2,0.5333333333333333
A J Bernheim Brush,https://dl.acm.org/profile/81332491415,2,0.2909090909090909
Po-Tsung Chiu,https://dl.acm.org/profile/99658731899,2,0.30952380952380953
Andrew J May,https://dl.acm.org/profile/81451597670,2,0.5
Alix Goguey,https://dl.acm.org/profile/99658641429,2,0.45
Carmen Santoro,https://dl.acm.org/profile/81100500187,2,0.5833333333333333
Gerhard W Weber,https://dl.acm.org/profile/81100649507,2,0.8333333333333333
Joel E. Fischer,https://dl.acm.org/profile/81416603014,2,0.5
Fabio Buttussi,https://dl.acm.org/profile/81311481962,2,0.5833333333333333
Giulio Iacucci,https://dl.acm.org/profile/81100644548,2,0.5333333333333333
Frank Bentley,https://dl.acm.org/profile/81311482466,2,0.39285714285714285
Uichin Lee,https://dl.acm.org/profile/81317496784,2,0.45
Aimal Tariq Rextin,https://dl.acm.org/profile/81414614722,2,0.5
Vassilios Stefanis,https://dl.acm.org/profile/81314485885,2,0.5
A. Plessas,https://dl.acm.org/profile/81314484987,2,0.5
John Hamard,https://dl.acm.org/profile/81100493049,2,0.3611111111111111
Verena Broy,https://dl.acm.org/profile/81313483223,2,0.5
Hugo Nicolau,https://dl.acm.org/profile/81416594384,2,0.45
Eve E Hoggan,https://dl.acm.org/profile/81311484652,2,0.5333333333333333
Jani Mäntyjärvi,https://dl.acm.org/profile/81100147371,2,0.5
Jingyi Li,https://dl.acm.org/profile/99659468095,2,0.5
Emmanuel Pietriga,https://dl.acm.org/profile/81100222004,2,0.5833333333333333
Cristian Bernareggi,https://dl.acm.org/profile/81350582858,2,0.5833333333333333
Akos Vetek,https://dl.acm.org/profile/81351606619,2,0.39285714285714285
Dimitrios Raptis,https://dl.acm.org/profile/81361606784,2,0.5833333333333333
Jo Vermeulen,https://dl.acm.org/profile/81361604861,2,0.5333333333333333
Matthias Hoppe,https://dl.acm.org/profile/99659088982,2,0.3333333333333333
Sebastian Oberdörfer,https://dl.acm.org/profile/99659085094,2,0.45
Benjamin Poppinga,https://dl.acm.org/profile/81350585017,2,0.45
Giuseppe Ghiani,https://dl.acm.org/profile/81371594821,2,0.6666666666666666
Mark Matthews,https://dl.acm.org/profile/81339516407,2,0.26785714285714285
Malcolm Hall,https://dl.acm.org/profile/81100012107,2,0.5333333333333333
Jan Ole Rixen,https://dl.acm.org/profile/99659261477,2,0.325
Bivas Mitra,https://dl.acm.org/profile/81335495075,2,0.5833333333333333
Reto Wettach,https://dl.acm.org/profile/81335499285,2,0.5833333333333333
Arun Balasubramanian,https://dl.acm.org/profile/81336487813,2,0.45
Gernot Bauer,https://dl.acm.org/profile/81375596643,2,0.7
Anna Katharina Frison,https://dl.acm.org/profile/99659115095,2,0.41666666666666663
Don Samitha Elvitigala,https://dl.acm.org/profile/99659118088,2,0.3666666666666667
Nitesh Vinay Chawla,https://dl.acm.org/profile/81100002770,2,0.6666666666666666
Sus Lundgren Lyckvi,https://dl.acm.org/profile/99659068440,2,0.75
Geraldine K Gay,https://dl.acm.org/profile/81367597457,2,0.26785714285714285
Jay Henderson,https://dl.acm.org/profile/99659176995,2,0.5833333333333333
Jun Rekimoto,https://dl.acm.org/profile/81100008564,2,1.0
Hannu Korhonen,https://dl.acm.org/profile/81100009263,2,0.8333333333333333
Heli Wigelius,https://dl.acm.org/profile/81371593474,2,0.3666666666666667
Ying Liu,https://dl.acm.org/profile/81351593162,2,0.7
Kasper LØvborg Jensen,https://dl.acm.org/profile/81351592938,2,1.25
Garreth W. Tigwell,https://dl.acm.org/profile/99659067691,2,0.41666666666666663
C. Fitzpatrick,https://dl.acm.org/profile/81350601537,2,0.5833333333333333
Sarah Bowden,https://dl.acm.org/profile/81100010858,2,0.5
Arvid Engström,https://dl.acm.org/profile/81371594557,2,0.6666666666666666
Sven Bertel,https://dl.acm.org/profile/81100636535,2,0.5
Benjamin Tannert,https://dl.acm.org/profile/99659261554,2,1.0
Xavier Anguera,https://dl.acm.org/profile/81339488541,2,0.75
Andrew Greaves,https://dl.acm.org/profile/81371593826,2,0.8333333333333333
Beenish Moalla Chaudhry,https://dl.acm.org/profile/99659021916,2,0.6666666666666666
Alan F Smeaton,https://dl.acm.org/profile/81100223867,2,0.3333333333333333
Susanna Paasovaara,https://dl.acm.org/profile/81371596957,2,0.4
Cathal G Gurrin,https://dl.acm.org/profile/81100120238,2,0.3333333333333333
Raimund Dachselt,https://dl.acm.org/profile/81100509454,2,0.75
Derek F. Reilly,https://dl.acm.org/profile/81100514123,2,0.75
Philip R Doyle,https://dl.acm.org/profile/99659366329,2,0.325
Heiko Müller,https://dl.acm.org/profile/81549282056,2,0.4
Göte Nyman,https://dl.acm.org/profile/81100609866,2,0.45
Bonifaz Kaufmann,https://dl.acm.org/profile/81548022873,2,1.0
D. R. Sahoo,https://dl.acm.org/profile/99658704388,2,0.30952380952380953
Jukka P Häkkinen,https://dl.acm.org/profile/81100601406,2,0.45
Seiichi Yamamoto,https://dl.acm.org/profile/81100600497,2,0.6666666666666666
Alex S. Taylor,https://dl.acm.org/profile/81100517358,2,0.5833333333333333
Ali Neshati,https://dl.acm.org/profile/99658697518,2,0.3333333333333333
Tousif Ahmed,https://dl.acm.org/profile/99658705436,2,0.26785714285714285
Gabriel Haas,https://dl.acm.org/profile/99658707632,2,0.5333333333333333
Justin Edwards,https://dl.acm.org/profile/99659366126,2,0.325
Shamsi T. Iqbal,https://dl.acm.org/profile/81343495796,2,0.45
Michael Whitney,https://dl.acm.org/profile/81339536303,2,0.41666666666666663
Huy Viet Le,https://dl.acm.org/profile/99659022016,2,0.5833333333333333
Philipp Wacker,https://dl.acm.org/profile/99659022062,2,0.45
Jaime Ruiz,https://dl.acm.org/profile/81341495915,2,0.5333333333333333
Aleksi Melto,https://dl.acm.org/profile/81371596250,2,0.29166666666666663
Michaël Ortega,https://dl.acm.org/profile/81342506548,2,0.8333333333333333
Sonia Chiasson,https://dl.acm.org/profile/81332493266,2,0.8333333333333333
Hannu Soronen,https://dl.acm.org/profile/81371596053,2,0.4583333333333333
Nina Wenig,https://dl.acm.org/profile/99659196771,2,0.6666666666666666
Tiago Guerreiro,https://dl.acm.org/profile/81350573788,2,0.45
Passant ElAgroudy,https://dl.acm.org/profile/99659201066,2,0.375
Michael Chamunorwa,https://dl.acm.org/profile/99659057802,2,0.4
Yun Suen Pai,https://dl.acm.org/profile/99659048587,2,0.3333333333333333
Maki Sugimoto,https://dl.acm.org/profile/81100344143,1,0.2
Vincent Yun Shen Shen,https://dl.acm.org/profile/81100343034,1,0.3333333333333333
Ungyeon Yang,https://dl.acm.org/profile/81100352614,1,0.3333333333333333
Hojung Cha,https://dl.acm.org/profile/81100205741,1,0.14285714285714285
David M. Nichols,https://dl.acm.org/profile/81100204727,1,0.3333333333333333
J. Blat,https://dl.acm.org/profile/81100086948,1,0.14285714285714285
Klaus H Hinrichs,https://dl.acm.org/profile/81100061158,1,0.5
Sebastian Möller,https://dl.acm.org/profile/81100071334,1,0.16666666666666666
Juha Marila,https://dl.acm.org/profile/81100072373,1,0.3333333333333333
P H Pelgrim,https://dl.acm.org/profile/81100072966,1,0.16666666666666666
Renata Bandelloni,https://dl.acm.org/profile/81100079427,1,0.3333333333333333
Ben Bederson,https://dl.acm.org/profile/81100083927,1,0.3333333333333333
M. Chalmers,https://dl.acm.org/profile/81100086432,1,0.2
Valeria Mirabella,https://dl.acm.org/profile/81100203244,1,0.25
Naoko Tosa,https://dl.acm.org/profile/81100088926,1,0.16666666666666666
Enrico Costanza,https://dl.acm.org/profile/81100088903,1,0.2
Venu Vasudevan,https://dl.acm.org/profile/81100090040,1,0.25
Samiran Chattopadhyay,https://dl.acm.org/profile/81100090601,1,0.2
Karin Coninx,https://dl.acm.org/profile/81100095928,1,0.2
Maria Francesca Costabile,https://dl.acm.org/profile/81100096224,1,0.25
Elina M I Koivisto,https://dl.acm.org/profile/81100104924,1,0.5
Katerina Demeti Liveri,https://dl.acm.org/profile/81100061037,1,0.14285714285714285
Tuuli Hyvärinen,https://dl.acm.org/profile/81100100196,1,0.3333333333333333
Kelvin Cheng,https://dl.acm.org/profile/81100100770,1,0.16666666666666666
Andrew Sears,https://dl.acm.org/profile/81100101553,1,0.25
Gerhard Reitmayr,https://dl.acm.org/profile/81100102652,1,0.25
J. A. Landay,https://dl.acm.org/profile/81100103519,1,0.25
John Schettino,https://dl.acm.org/profile/81100103837,1,0.1111111111111111
Luis A. Castro,https://dl.acm.org/profile/81100104484,1,0.3333333333333333
Massanori Sugimoto,https://dl.acm.org/profile/81100344146,1,0.5
Nicola J. Bidwell,https://dl.acm.org/profile/81100334279,1,0.3333333333333333
Jörg Baus,https://dl.acm.org/profile/81100346663,1,0.2
Elizabeth By Dykstra-Erickson,https://dl.acm.org/profile/81100347311,1,0.25
Allison J Druin,https://dl.acm.org/profile/81100365303,1,0.3333333333333333
Mike Fraser,https://dl.acm.org/profile/81100364452,1,0.2
Sabine E Süsstrunk,https://dl.acm.org/profile/81100106098,1,0.1111111111111111
Takumi Watanabe,https://dl.acm.org/profile/81100364007,1,0.5
Abigail J. Sellen,https://dl.acm.org/profile/81100309669,1,0.2
Zahid Hossain,https://dl.acm.org/profile/81100310945,1,0.25
Chiew Lan Tai,https://dl.acm.org/profile/81100311561,1,0.2
Amit Anil Nanavati,https://dl.acm.org/profile/81100314292,1,0.2
John Greaney,https://dl.acm.org/profile/81100314518,1,0.16666666666666666
Steve J Whittaker,https://dl.acm.org/profile/81100318557,1,0.25
Harald Kunczier,https://dl.acm.org/profile/81100320416,1,0.3333333333333333
Minna Isomursu,https://dl.acm.org/profile/81100322492,1,0.16666666666666666
Olof Torgersson,https://dl.acm.org/profile/81100324418,1,0.5
T Scott Saponas,https://dl.acm.org/profile/81100324651,1,0.3333333333333333
Patrik Floréen,https://dl.acm.org/profile/81100325457,1,0.14285714285714285
Adrian Schwaninger,https://dl.acm.org/profile/81100327571,1,0.25
Nicholas Tip,https://dl.acm.org/profile/81100333341,1,0.5
Gary E Burnett,https://dl.acm.org/profile/81100337179,1,0.5
Juwon Ahn,https://dl.acm.org/profile/81100339565,1,0.5
Judith F F Masthoff,https://dl.acm.org/profile/81100341620,1,0.2
Staffan L Björk,https://dl.acm.org/profile/81100363935,1,0.25
Niels Wessel,https://dl.acm.org/profile/81100362769,1,0.16666666666666666
David Kirsh,https://dl.acm.org/profile/81100361762,1,0.25
Elizabeth Roche,https://dl.acm.org/profile/81100360412,1,0.5
Keith Christopher Mitchell,https://dl.acm.org/profile/81100359791,1,0.3333333333333333
Denian Yang,https://dl.acm.org/profile/81100353194,1,0.125
Joaquim Jorge,https://dl.acm.org/profile/81100206568,1,0.25
N. Jha,https://dl.acm.org/profile/81100352780,1,0.3333333333333333
Marianne Graves Petersen,https://dl.acm.org/profile/81100348029,1,0.25
Sile O'Modhrain,https://dl.acm.org/profile/81100106087,1,0.2
Sungho Han,https://dl.acm.org/profile/81100051687,1,0.25
Konrad Tolar,https://dl.acm.org/profile/81100106527,1,0.3333333333333333
Jisoo Yi,https://dl.acm.org/profile/81100168782,1,0.25
Nataša Milić-Frayling,https://dl.acm.org/profile/81100041550,1,0.25
Kari Torkkola,https://dl.acm.org/profile/81100040844,1,0.25
Antti Aaltonen,https://dl.acm.org/profile/81100038748,1,0.3333333333333333
Mark J Perry,https://dl.acm.org/profile/81100036324,1,0.25
Srinivas Sampalli,https://dl.acm.org/profile/81100034963,1,0.3333333333333333
Vivian Tsang,https://dl.acm.org/profile/81100049045,1,0.16666666666666666
Bruce N Walker,https://dl.acm.org/profile/81100423585,1,0.2
Keiichi Hiroki,https://dl.acm.org/profile/81100118630,1,0.5
Sauli Tiitta,https://dl.acm.org/profile/81100121065,1,0.3333333333333333
Bernd Froehlich,https://dl.acm.org/profile/81100162399,1,0.3333333333333333
Kirsten F Cater,https://dl.acm.org/profile/81100166410,1,0.16666666666666666
Bo Thiesson,https://dl.acm.org/profile/81100166592,1,0.3333333333333333
Géry Casiez,https://dl.acm.org/profile/81100168597,1,0.3333333333333333
Teresa I Romão,https://dl.acm.org/profile/81100170309,1,0.3333333333333333
Jérôme Maisonnasse,https://dl.acm.org/profile/81100050878,1,0.3333333333333333
Maurizio Talamo,https://dl.acm.org/profile/81100170754,1,0.3333333333333333
Y. Rogers,https://dl.acm.org/profile/81100173923,1,0.1111111111111111
Keith R Bradley,https://dl.acm.org/profile/81100174843,1,0.25
G Cockton,https://dl.acm.org/profile/81100175348,1,0.3333333333333333
Gavin Doherty,https://dl.acm.org/profile/81100175529,1,0.14285714285714285
Georg Essl,https://dl.acm.org/profile/81100176148,1,0.16666666666666666
Rosa I Arriaga,https://dl.acm.org/profile/81100177483,1,0.5
Frode Eika Sandnes,https://dl.acm.org/profile/81100178097,1,1.0
David M Frohlich,https://dl.acm.org/profile/81100162362,1,0.2
N. Davies,https://dl.acm.org/profile/81100185417,1,0.25
Leon Urbas,https://dl.acm.org/profile/81100185921,1,0.16666666666666666
Weining Yue,https://dl.acm.org/profile/81100421175,1,0.25
Christian Winkler,https://dl.acm.org/profile/81100186414,1,0.25
Tero Hakala,https://dl.acm.org/profile/81100047218,1,0.3333333333333333
Wolfgang Gräther,https://dl.acm.org/profile/81100113369,1,0.5
Jing Su,https://dl.acm.org/profile/81100109238,1,0.2
Jesús Favela,https://dl.acm.org/profile/81100017594,1,0.3333333333333333
Jhilmil Jain,https://dl.acm.org/profile/81100110204,1,0.1111111111111111
Mark Chignell,https://dl.acm.org/profile/81100112821,1,0.3333333333333333
Bernhard E. Riecke,https://dl.acm.org/profile/81100113270,1,0.2
David Langley,https://dl.acm.org/profile/81100100271,1,0.5
Martin Hicks,https://dl.acm.org/profile/81100060955,1,0.25
Konrad Tollmar,https://dl.acm.org/profile/81100058912,1,0.5
Michimune Kohno,https://dl.acm.org/profile/81100058697,1,0.5
Tobias Hans Höllerer,https://dl.acm.org/profile/81100002957,1,0.25
Mattias Esbjörnsson,https://dl.acm.org/profile/81100008113,1,0.3333333333333333
Lorna M Brown,https://dl.acm.org/profile/81100012726,1,0.3333333333333333
Joel R Tetreault,https://dl.acm.org/profile/81100014984,1,0.3333333333333333
Niklas E Elmqvist,https://dl.acm.org/profile/81100015408,1,0.2
Mark Steven Ackerman,https://dl.acm.org/profile/81100017207,1,0.25
Annika Waern,https://dl.acm.org/profile/81100020339,1,0.1111111111111111
Elan Pavlov,https://dl.acm.org/profile/81100051838,1,0.2
D Estrin,https://dl.acm.org/profile/81100020429,1,0.25
Peter Gall Krogh,https://dl.acm.org/profile/81100021191,1,0.25
Bram T A Kersten,https://dl.acm.org/profile/81100026687,1,0.16666666666666666
Cal B Swart,https://dl.acm.org/profile/81100027041,1,0.2
Siân E. Lindley,https://dl.acm.org/profile/81100028041,1,0.2
Tiziana Catarci,https://dl.acm.org/profile/81100028388,1,0.25
Wijnand A IJsselsteijn,https://dl.acm.org/profile/81100032008,1,0.3333333333333333
Julie Anne Jacko,https://dl.acm.org/profile/81100032079,1,0.25
Andrew L Kun,https://dl.acm.org/profile/81100032807,1,0.25
Bruno von Niman,https://dl.acm.org/profile/81100055896,1,0.14285714285714285
Hongxia Jin,https://dl.acm.org/profile/81100055134,1,0.25
Daniel Vogel,https://dl.acm.org/profile/81100054467,1,0.1111111111111111
Kari-Jouko Räihä,https://dl.acm.org/profile/81100052864,1,0.5
Hans Peter Hutter,https://dl.acm.org/profile/81100387462,1,0.3333333333333333
Judy Robertson,https://dl.acm.org/profile/81100303616,1,0.5
Adrian David Cheok,https://dl.acm.org/profile/81100418633,1,0.16666666666666666
Dennis M Wilkinson,https://dl.acm.org/profile/81100304194,1,0.16666666666666666
Florian Resatsch,https://dl.acm.org/profile/81100267460,1,0.25
Michael Zimmer,https://dl.acm.org/profile/81100268692,1,0.3333333333333333
Péter Pál Boda,https://dl.acm.org/profile/81100269207,1,0.14285714285714285
Yvonne A W de Kort,https://dl.acm.org/profile/81100272468,1,0.3333333333333333
Mike Just,https://dl.acm.org/profile/81100273466,1,0.2
Yoshifumi Kitamura,https://dl.acm.org/profile/81100273942,1,0.3333333333333333
Carl Gutwin,https://dl.acm.org/profile/81100275704,1,0.3333333333333333
Pam Briggs,https://dl.acm.org/profile/81100277550,1,0.2
Helen Wright Hastie,https://dl.acm.org/profile/81100277911,1,0.3333333333333333
Stavros Antifakos,https://dl.acm.org/profile/81100278693,1,0.25
Laurent Mignonneau,https://dl.acm.org/profile/81100279733,1,0.25
Irina Kondratova,https://dl.acm.org/profile/81100281558,1,0.3333333333333333
Regina Bernhaupt,https://dl.acm.org/profile/81100283340,1,0.2
Liselott Brunnberg,https://dl.acm.org/profile/81100284583,1,0.16666666666666666
Markus H. Gross,https://dl.acm.org/profile/81100260276,1,0.25
Marc Erich Latoschik,https://dl.acm.org/profile/81100286130,1,0.25
David A. Shamma,https://dl.acm.org/profile/81100288295,1,0.16666666666666666
Dan Cosley,https://dl.acm.org/profile/81100288358,1,0.125
Mirco Musolesi,https://dl.acm.org/profile/81100291777,1,0.14285714285714285
Adrian G Stoica,https://dl.acm.org/profile/81100294149,1,0.14285714285714285
David K McGookin,https://dl.acm.org/profile/81100295790,1,0.3333333333333333
Boriana N Koleva,https://dl.acm.org/profile/81100296314,1,0.125
Barry Smyth,https://dl.acm.org/profile/81100297638,1,0.25
Hideki Koike,https://dl.acm.org/profile/81100297951,1,0.1111111111111111
Paul Cotter,https://dl.acm.org/profile/81100299021,1,0.25
Risto Sarvas,https://dl.acm.org/profile/81100300592,1,0.3333333333333333
Michel Banâtre,https://dl.acm.org/profile/81100301196,1,0.3333333333333333
Paolo Buono,https://dl.acm.org/profile/81100302537,1,0.25
Mohamed E Dekhil,https://dl.acm.org/profile/81100302688,1,0.1111111111111111
Michael Tate,https://dl.acm.org/profile/81337494213,1,0.14285714285714285
Katharine S. Willis,https://dl.acm.org/profile/81337494605,1,0.5
Hequan Zhang,https://dl.acm.org/profile/81542122056,1,0.2
Suzanne Thomas,https://dl.acm.org/profile/81467641235,1,0.3333333333333333
Jakob Tholander,https://dl.acm.org/profile/81100187595,1,0.14285714285714285
Martin Hermes,https://dl.acm.org/profile/81460657328,1,0.16666666666666666
Casper Harteveld,https://dl.acm.org/profile/81460657992,1,0.3333333333333333
Christian Corsten,https://dl.acm.org/profile/81460658496,1,0.25
Thora Tenbrink,https://dl.acm.org/profile/81461644725,1,0.2
Maximilian Schirmer,https://dl.acm.org/profile/81461653214,1,0.25
Adiyan Mujibiya,https://dl.acm.org/profile/81461658376,1,1.0
Tobias Griebe,https://dl.acm.org/profile/81461659514,1,0.25
Sumaru Niida,https://dl.acm.org/profile/81461659643,1,0.25
Barry Bond,https://dl.acm.org/profile/81464650974,1,0.09090909090909091
Kerry Hammil,https://dl.acm.org/profile/81464651590,1,0.09090909090909091
Huiping Sun,https://dl.acm.org/profile/81464662871,1,0.2
Felix Heinrichs,https://dl.acm.org/profile/81464670624,1,0.3333333333333333
Carole Chang,https://dl.acm.org/profile/81467664981,1,0.3333333333333333
Ana Flores,https://dl.acm.org/profile/81467648932,1,0.3333333333333333
Janne Vainio,https://dl.acm.org/profile/81467663728,1,0.5
Daniel Wagner,https://dl.acm.org/profile/81467661293,1,0.14285714285714285
John Dawson,https://dl.acm.org/profile/81467659785,1,0.25
Xueming Lang,https://dl.acm.org/profile/81467654161,1,0.3333333333333333
Mariana Lopez,https://dl.acm.org/profile/81467651202,1,0.14285714285714285
Lisa G Cowan,https://dl.acm.org/profile/81458646126,1,0.2
Daniel Nesbitt,https://dl.acm.org/profile/81467650624,1,0.25
Hélène Fournier,https://dl.acm.org/profile/81467648040,1,0.14285714285714285
Alyssa Rosenzweig,https://dl.acm.org/profile/81467646437,1,0.2
Mark T. Marshall,https://dl.acm.org/profile/81467645851,1,0.25
Gaurang Gupta,https://dl.acm.org/profile/81467645169,1,1.0
Colin Kuntzsch,https://dl.acm.org/profile/81467644102,1,0.2
Erica Dubach,https://dl.acm.org/profile/81467642622,1,0.25
Mikko Honkala,https://dl.acm.org/profile/81100287724,1,0.2
Iris Herbst,https://dl.acm.org/profile/81100254434,1,0.25
Bruce H Thomas,https://dl.acm.org/profile/81100411664,1,0.2
Harlyn Harlyn Baker,https://dl.acm.org/profile/81100251270,1,0.1111111111111111
Niloy Ganguly,https://dl.acm.org/profile/81100305563,1,0.25
Lama Nachman,https://dl.acm.org/profile/81100309201,1,0.2
Thorsten Büring,https://dl.acm.org/profile/81100367052,1,0.5
Ian Oakley,https://dl.acm.org/profile/81100367387,1,0.14285714285714285
Eyal De Lara,https://dl.acm.org/profile/81100368390,1,0.2
Roger P Wattenhofer,https://dl.acm.org/profile/81100368559,1,0.3333333333333333
Douglas Charles Sicker,https://dl.acm.org/profile/81100370799,1,0.25
Jussi P Holopainen,https://dl.acm.org/profile/81100371737,1,0.3333333333333333
A. N. Antle,https://dl.acm.org/profile/81100371792,1,0.25
Benjamin Allen Watson,https://dl.acm.org/profile/81100375996,1,0.3333333333333333
Christoph Stahl,https://dl.acm.org/profile/81100377924,1,0.14285714285714285
Anna Ståhl,https://dl.acm.org/profile/81100377942,1,0.14285714285714285
Maria Roussou,https://dl.acm.org/profile/81100377951,1,0.16666666666666666
Mario Romero,https://dl.acm.org/profile/81100381944,1,0.2
J. Lindenberg,https://dl.acm.org/profile/81100382638,1,0.25
John D McCarthy,https://dl.acm.org/profile/81100383349,1,0.5
Peter Karl Reichl,https://dl.acm.org/profile/81100366884,1,0.25
Adam J Lee,https://dl.acm.org/profile/81100385390,1,0.3333333333333333
KunPyo Lee,https://dl.acm.org/profile/81100389930,1,0.5
Benoít Martin,https://dl.acm.org/profile/81100390275,1,1.0
Michael Clarke,https://dl.acm.org/profile/81100390534,1,0.3333333333333333
Mark Riordan,https://dl.acm.org/profile/81100391251,1,0.16666666666666666
Raman Sarin,https://dl.acm.org/profile/81100396865,1,0.09090909090909091
Megumi Isogai,https://dl.acm.org/profile/81100401041,1,0.16666666666666666
David Gray,https://dl.acm.org/profile/81100401477,1,0.3333333333333333
Kirsten Rassmus-Gröhn,https://dl.acm.org/profile/81100405513,1,0.1111111111111111
Matthias Schneider-Hufschmidt,https://dl.acm.org/profile/81100405556,1,0.14285714285714285
Alvaro Cassinelli,https://dl.acm.org/profile/81100408023,1,0.2
Florian Wegscheider,https://dl.acm.org/profile/81100408112,1,0.3333333333333333
Monika Pölönen,https://dl.acm.org/profile/81100305480,1,0.25
Harald Schwab,https://dl.acm.org/profile/81100233797,1,0.2
Beat Signer,https://dl.acm.org/profile/81100250652,1,0.3333333333333333
Barbara Leporini,https://dl.acm.org/profile/81100230379,1,0.3333333333333333
Mark A Blythe,https://dl.acm.org/profile/81100208849,1,0.5
Jessica Conradi,https://dl.acm.org/profile/81100208973,1,1.0
Mark J Handel,https://dl.acm.org/profile/81100210197,1,0.25
Verena Seibert-Giller,https://dl.acm.org/profile/81100211977,1,0.16666666666666666
Guoping Wang,https://dl.acm.org/profile/81100213064,1,0.25
Ray Rischpater,https://dl.acm.org/profile/81100213789,1,0.25
Dirk Claus Grunwald,https://dl.acm.org/profile/81100218381,1,0.25
C M Wang,https://dl.acm.org/profile/81100220871,1,0.16666666666666666
Wen Chieh Lin,https://dl.acm.org/profile/81100221687,1,0.25
Oren Zuckerman,https://dl.acm.org/profile/81100224720,1,0.2
Sonja Pedell,https://dl.acm.org/profile/81100224964,1,0.5
Julien Pauty,https://dl.acm.org/profile/81100225143,1,0.3333333333333333
Thea Turner,https://dl.acm.org/profile/81100229177,1,0.2
Gregory D. Abowd,https://dl.acm.org/profile/81100251687,1,0.2
Michael Gamon,https://dl.acm.org/profile/81100250626,1,0.25
Christopher Skeels,https://dl.acm.org/profile/81100232409,1,0.3333333333333333
Walter F Bischof,https://dl.acm.org/profile/81100234409,1,0.25
Harald Reiterer,https://dl.acm.org/profile/81100236830,1,0.5
Monica Lam,https://dl.acm.org/profile/81100237956,1,0.25
Davide Carboni,https://dl.acm.org/profile/81100238671,1,0.3333333333333333
Annika Marie Hinze,https://dl.acm.org/profile/81100239520,1,0.3333333333333333
Eija Kaasinen,https://dl.acm.org/profile/81100240093,1,0.25
Nadir Weibel,https://dl.acm.org/profile/81100240198,1,0.2
Daniel Jorge Viegas Gonçalves,https://dl.acm.org/profile/81100240223,1,0.25
Anne Aula,https://dl.acm.org/profile/81100241569,1,0.2
Robert J Hendley,https://dl.acm.org/profile/81100242279,1,0.2
Wai Tat Fu,https://dl.acm.org/profile/81100244379,1,0.25
Chi Wing Fu,https://dl.acm.org/profile/81100244740,1,0.2
Helen C Purchase,https://dl.acm.org/profile/81100186505,1,0.3333333333333333
Dympna M O'Sullivan,https://dl.acm.org/profile/81100465643,1,0.25
Bernt Schiele,https://dl.acm.org/profile/81100189880,1,0.25
Hanseo Ko,https://dl.acm.org/profile/81100500416,1,0.3333333333333333
Toni Robertson,https://dl.acm.org/profile/81324492894,1,0.3333333333333333
Hartmut Seichter,https://dl.acm.org/profile/81324493634,1,0.3333333333333333
Anne Kathrin Braun,https://dl.acm.org/profile/81325487617,1,0.25
